cluster_id,cluster_size,risk_level,http_method,operationId,description,avg_internal_distance,max_internal_distance,nearest_cluster_distance
400,1,LOW,Post,PostTaxTransactionsCreateFromCalculation,"Creates a Tax Transaction from a calculation, if that calculation hasn’t expired. Calculations expire after 90 days.",0.000000,0.000000,0.326850
401,1,LOW,Post,PostTaxTransactionsCreateReversal,Partially or fully reverses a previously created Transaction.,0.000000,0.000000,0.352994
402,1,LOW,Get,GetTaxTransactionsTransaction,Retrieves a Tax Transaction object.,0.000000,0.000000,0.312756
403,1,LOW,Get,GetTaxTransactionsTransactionLineItems,Retrieves the line items of a committed standalone transaction as a collection.,0.000000,0.000000,0.364345
404,1,LOW,Get,GetTaxCodes,A list of all tax codes available to add to Products in order to allow specific tax calculations.,0.000000,0.000000,0.357619
405,1,LOW,Get,GetTaxCodesId,Retrieves the details of an existing tax code. Supply the unique tax code ID and Stripe will return the corresponding tax code information.,0.000000,0.000000,0.366948
406,1,LOW,Get,GetTaxIds,Returns a list of tax IDs.,0.000000,0.000000,0.219724
407,1,LOW,Post,PostTaxIds,Creates a new account or customer tax_id object.,0.000000,0.000000,0.197185
408,1,LOW,Get,GetTaxIdsId,Retrieves an account or customer tax_id object.,0.000000,0.000000,0.212298
409,1,LOW,Get,GetTaxRates,"Returns a list of your tax rates. Tax rates are returned sorted by creation date, with the most recently created tax rates appearing first.",0.000000,0.000000,0.330805
410,1,LOW,Post,PostTaxRates,Creates a new tax rate.,0.000000,0.000000,0.230698
411,1,LOW,Get,GetTaxRatesTaxRate,Retrieves a tax rate with the given ID,0.000000,0.000000,0.365594
412,1,LOW,Post,PostTaxRatesTaxRate,Updates an existing tax rate.,0.000000,0.000000,0.230698
413,1,LOW,Delete,DeleteTerminalConfigurationsConfiguration,Deletes a Configuration object.,0.000000,0.000000,0.266575
414,1,LOW,Post,PostTerminalConnectionTokens,"To connect to a reader the Stripe Terminal SDK needs to retrieve a short-lived connection token from Stripe, proxied through your server. On your backend, add an endpoint that creates and returns a connection token.",0.000000,0.000000,0.495079
415,1,LOW,Post,PostTerminalLocations,"Creates a new Location object. For further details, including which address fields are required in each country, see the Manage locations guide.",0.000000,0.000000,0.272560
416,1,LOW,Delete,DeleteTerminalLocationsLocation,Deletes a Location object.,0.000000,0.000000,0.302739
417,1,LOW,Post,PostTerminalLocationsLocation,Updates a Location object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.,0.000000,0.000000,0.272560
418,1,LOW,Post,PostTerminalReaders,Creates a new Reader object.,0.000000,0.000000,0.280043
419,1,LOW,Delete,DeleteTerminalReadersReader,Deletes a Reader object.,0.000000,0.000000,0.250168
420,1,LOW,Post,PostTerminalReadersReader,Updates a Reader object by setting the values of the parameters passed. Any parameters not provided will be left unchanged.,0.000000,0.000000,0.318121
421,1,LOW,Post,PostTerminalReadersReaderCancelAction,Cancels the current reader action.,0.000000,0.000000,0.386724
422,1,LOW,Post,PostTerminalReadersReaderCollectInputs,Initiates an input collection flow on a Reader.,0.000000,0.000000,0.340662
423,1,LOW,Post,PostTerminalReadersReaderCollectPaymentMethod,Initiates a payment flow on a Reader and updates the PaymentIntent with card details before manual confirmation.,0.000000,0.000000,0.155224
424,1,LOW,Post,PostTerminalReadersReaderConfirmPaymentIntent,Finalizes a payment on a Reader.,0.000000,0.000000,0.203127
425,1,LOW,Post,PostTerminalReadersReaderProcessPaymentIntent,Initiates a payment flow on a Reader.,0.000000,0.000000,0.155224
426,1,LOW,Post,PostTerminalReadersReaderProcessSetupIntent,Initiates a setup intent flow on a Reader.,0.000000,0.000000,0.196768
427,1,LOW,Post,PostTerminalReadersReaderRefundPayment,Initiates a refund on a Reader,0.000000,0.000000,0.298023
428,1,LOW,Post,PostTerminalReadersReaderSetReaderDisplay,Sets reader display to show cart details.,0.000000,0.000000,0.456724
429,1,LOW,Post,PostTestHelpersConfirmationTokens,Creates a test mode Confirmation Token server side for your integration tests.,0.000000,0.000000,0.420061
430,1,LOW,Post,PostTestHelpersCustomersCustomerFundCashBalance,Create an incoming testmode bank transfer,0.000000,0.000000,0.393086
431,1,LOW,Post,PostTestHelpersIssuingAuthorizations,Create a test-mode authorization.,0.000000,0.000000,0.168187
432,1,LOW,Post,PostTestHelpersIssuingAuthorizationsAuthorizationCapture,Capture a test-mode authorization.,0.000000,0.000000,0.168187
433,1,LOW,Post,PostTestHelpersIssuingAuthorizationsAuthorizationExpire,Expire a test-mode Authorization.,0.000000,0.000000,0.230497
434,1,LOW,Post,PostTestHelpersIssuingAuthorizationsAuthorizationFinalizeAmount,"Finalize the amount on an Authorization prior to capture, when the initial authorization was for an estimated amount.",0.000000,0.000000,0.375858
435,1,LOW,Post,PostTestHelpersIssuingAuthorizationsAuthorizationFraudChallengesRespond,"Respond to a fraud challenge on a testmode Issuing authorization, simulating either a confirmation of fraud or a correction of legitimacy.",0.000000,0.000000,0.411337
436,1,LOW,Post,PostTestHelpersIssuingAuthorizationsAuthorizationIncrement,Increment a test-mode Authorization.,0.000000,0.000000,0.231704
437,1,LOW,Post,PostTestHelpersIssuingAuthorizationsAuthorizationReverse,Reverse a test-mode Authorization.,0.000000,0.000000,0.246285
438,1,LOW,Post,PostTestHelpersIssuingCardsCardShippingFail,Updates the shipping status of the specified Issuing Card object to failure.,0.000000,0.000000,0.152605
439,1,LOW,Post,PostTestHelpersIssuingCardsCardShippingReturn,Updates the shipping status of the specified Issuing Card object to returned.,0.000000,0.000000,0.123488
440,1,LOW,Post,PostTestHelpersIssuingCardsCardShippingSubmit,Updates the shipping status of the specified Issuing Card object to submitted. This method requires Stripe Version ‘2024-09-30.acacia’ or later.,0.000000,0.000000,0.186806
441,1,LOW,Post,PostTestHelpersIssuingPersonalizationDesignsPersonalizationDesignReject,Updates the status of the specified testmode personalization design object to rejected.,0.000000,0.000000,0.234927
442,1,LOW,Post,PostTestHelpersIssuingSettlements,Allows the user to create an Issuing settlement.,0.000000,0.000000,0.212659
443,1,LOW,Post,PostTestHelpersIssuingSettlementsSettlementComplete,Allows the user to mark an Issuing settlement as complete.,0.000000,0.000000,0.212659
444,1,LOW,Post,PostTestHelpersIssuingTransactionsCreateForceCapture,"Allows the user to capture an arbitrary amount, also known as a forced capture.",0.000000,0.000000,0.354420
445,1,LOW,Post,PostTestHelpersIssuingTransactionsCreateUnlinkedRefund,"Allows the user to refund an arbitrary amount, also known as a unlinked refund.",0.000000,0.000000,0.260129
446,1,LOW,Post,PostTestHelpersIssuingTransactionsTransactionRefund,Refund a test-mode Transaction.,0.000000,0.000000,0.260129
447,1,LOW,Post,PostTestHelpersRefundsRefundExpire,Expire a refund with a status of requires_action.,0.000000,0.000000,0.390534
448,1,LOW,Post,PostTestHelpersTerminalReadersReaderPresentPaymentMethod,"Presents a payment method on a simulated reader. Can be used to simulate accepting a payment, saving a card or refunding a transaction.",0.000000,0.000000,0.357604
449,1,LOW,Post,PostTestHelpersTerminalReadersReaderSucceedInputCollection,Use this endpoint to trigger a successful input collection on a simulated reader.,0.000000,0.000000,0.213865
450,1,LOW,Post,PostTestHelpersTerminalReadersReaderTimeoutInputCollection,Use this endpoint to complete an input collection with a timeout error on a simulated reader.,0.000000,0.000000,0.213865
451,1,LOW,Get,GetTestHelpersTestClocks,Returns a list of your test clocks.,0.000000,0.000000,0.242160
452,1,LOW,Post,PostTestHelpersTestClocks,Creates a new test clock that can be attached to new customers and quotes.,0.000000,0.000000,0.300232
453,1,LOW,Delete,DeleteTestHelpersTestClocksTestClock,Deletes a test clock.,0.000000,0.000000,0.279143
454,1,LOW,Get,GetTestHelpersTestClocksTestClock,Retrieves a test clock.,0.000000,0.000000,0.242160
455,1,LOW,Post,PostTestHelpersTestClocksTestClockAdvance,Starts advancing a test clock to a specified time in the future. Advancement is done when status changes to Ready.,0.000000,0.000000,0.401080
456,1,LOW,Post,PostTestHelpersTreasuryInboundTransfersIdReturn,Marks the test mode InboundTransfer object as returned and links the InboundTransfer to a ReceivedDebit. The InboundTransfer must already be in the succeeded state.,0.000000,0.000000,0.187221
457,1,LOW,Post,PostTokens,"Creates a single-use token that represents a bank account’s details. You can use this token with any v1 API method in place of a bank account dictionary. You can only use this token once. To do so, attach it to a connected account where controller.requirement_collection is application, which includes Custom accounts.",0.000000,0.000000,0.479075
458,1,LOW,Get,GetTokensToken,Retrieves the token with the given ID.,0.000000,0.000000,0.352259
459,1,LOW,Get,GetTopups,Returns a list of top-ups.,0.000000,0.000000,0.331733
460,1,LOW,Post,PostTopups,Top up the balance of an account,0.000000,0.000000,0.311468
461,1,LOW,Get,GetTopupsTopup,"Retrieves the details of a top-up that has previously been created. Supply the unique top-up ID that was returned from your previous request, and Stripe will return the corresponding top-up information.",0.000000,0.000000,0.331733
462,1,LOW,Post,PostTopupsTopup,Updates the metadata of a top-up. Other top-up details are not editable by design.,0.000000,0.000000,0.311468
463,1,LOW,Post,PostTopupsTopupCancel,Cancels a top-up. Only pending top-ups can be canceled.,0.000000,0.000000,0.338419
464,1,LOW,Get,GetTransfers,"Returns a list of existing transfers sent to connected accounts. The transfers are returned in sorted order, with the most recently created transfers appearing first.",0.000000,0.000000,0.401132
465,1,LOW,Post,PostTransfers,"To send funds from your Stripe account to a connected account, you create a new transfer object. Your Stripe balance must be able to cover the transfer amount, or you’ll receive an “Insufficient Funds” error.",0.000000,0.000000,0.278935
466,1,LOW,Post,PostTransfersIdReversals,"When you create a new reversal, you must specify a transfer to create it on. When reversing transfers, you can optionally reverse part of the transfer. You can do so as many times as you wish until the entire transfer has been reversed. Once entirely reversed, a transfer can’t be reversed again. This method will return an error when called on an already-reversed transfer, or when trying to reverse more money than is left on a transfer.",0.000000,0.000000,0.242325
467,1,LOW,Get,GetTransfersTransfer,"Retrieves the details of an existing transfer. Supply the unique transfer ID from either a transfer creation request or the transfer list, and Stripe will return the corresponding transfer information.",0.000000,0.000000,0.355836
468,1,LOW,Post,PostTransfersTransfer,Updates the specified transfer by setting the values of the parameters passed. Any parameters not provided will be left unchanged. This request accepts only metadata as an argument.,0.000000,0.000000,0.258677
469,1,LOW,Post,PostTransfersTransferReversalsId,Updates the specified reversal by setting the values of the parameters passed. Any parameters not provided will be left unchanged. This request only accepts metadata and description as arguments.,0.000000,0.000000,0.258677
470,1,LOW,Get,GetTreasuryCreditReversals,Returns a list of CreditReversals.,0.000000,0.000000,0.151635
471,1,LOW,Post,PostTreasuryCreditReversals,Reverses a ReceivedCredit and creates a CreditReversal object.,0.000000,0.000000,0.157529
472,1,LOW,Get,GetTreasuryCreditReversalsCreditReversal,Retrieves the details of an existing CreditReversal by passing the unique CreditReversal ID from either the CreditReversal creation request or CreditReversal list,0.000000,0.000000,0.222155
473,1,LOW,Post,PostTreasuryDebitReversals,Reverses a ReceivedDebit and creates a DebitReversal object.,0.000000,0.000000,0.157529
474,1,LOW,Get,GetTreasuryFinancialAccounts,Returns a list of FinancialAccounts.,0.000000,0.000000,0.210170
475,1,LOW,Post,PostTreasuryFinancialAccounts,Creates a new FinancialAccount. Each connected account can have up to three FinancialAccounts by default.,0.000000,0.000000,0.297650
476,1,LOW,Get,GetTreasuryFinancialAccountsFinancialAccount,Retrieves the details of a FinancialAccount.,0.000000,0.000000,0.196645
477,1,LOW,Post,PostTreasuryFinancialAccountsFinancialAccount,Updates the details of a FinancialAccount.,0.000000,0.000000,0.216205
478,1,LOW,Post,PostTreasuryFinancialAccountsFinancialAccountClose,"Closes a FinancialAccount. A FinancialAccount can only be closed if it has a zero balance, has no pending InboundTransfers, and has canceled all attached Issuing cards.",0.000000,0.000000,0.351071
479,1,LOW,Get,GetTreasuryFinancialAccountsFinancialAccountFeatures,Retrieves Features information associated with the FinancialAccount.,0.000000,0.000000,0.176840
480,1,LOW,Post,PostTreasuryFinancialAccountsFinancialAccountFeatures,Updates the Features associated with a FinancialAccount.,0.000000,0.000000,0.176840
481,1,LOW,Get,GetTreasuryInboundTransfersId,Retrieves the details of an existing InboundTransfer.,0.000000,0.000000,0.197192
482,1,LOW,Post,PostTreasuryInboundTransfersInboundTransferCancel,Cancels an InboundTransfer.,0.000000,0.000000,0.220066
483,1,LOW,Get,GetTreasuryOutboundPayments,Returns a list of OutboundPayments sent from the specified FinancialAccount.,0.000000,0.000000,0.089211
484,1,LOW,Post,PostTreasuryOutboundPayments,Creates an OutboundPayment.,0.000000,0.000000,0.155019
485,1,LOW,Post,PostTreasuryOutboundPaymentsIdCancel,Cancel an OutboundPayment.,0.000000,0.000000,0.252321
486,1,LOW,Post,PostTreasuryOutboundTransfersOutboundTransferCancel,An OutboundTransfer can be canceled if the funds have not yet been paid out.,0.000000,0.000000,0.220066
487,1,LOW,Get,GetTreasuryReceivedCredits,Returns a list of ReceivedCredits.,0.000000,0.000000,0.172687
488,1,LOW,Get,GetTreasuryReceivedCreditsId,Retrieves the details of an existing ReceivedCredit by passing the unique ReceivedCredit ID from the ReceivedCredit list.,0.000000,0.000000,0.173654
489,1,LOW,Get,GetTreasuryReceivedDebits,Returns a list of ReceivedDebits.,0.000000,0.000000,0.172687
490,1,LOW,Get,GetTreasuryReceivedDebitsId,Retrieves the details of an existing ReceivedDebit by passing the unique ReceivedDebit ID from the ReceivedDebit list,0.000000,0.000000,0.173654
491,1,LOW,Get,GetTreasuryTransactionEntries,Retrieves a list of TransactionEntry objects.,0.000000,0.000000,0.157198
492,1,LOW,Get,GetTreasuryTransactionEntriesId,Retrieves a TransactionEntry object.,0.000000,0.000000,0.157198
493,1,LOW,Get,GetTreasuryTransactions,Retrieves a list of Transaction objects.,0.000000,0.000000,0.176843
494,1,LOW,Get,GetTreasuryTransactionsId,Retrieves the details of an existing Transaction.,0.000000,0.000000,0.247399
495,1,LOW,Get,GetWebhookEndpoints,Returns a list of your webhook endpoints.,0.000000,0.000000,0.265651
496,1,LOW,Post,PostWebhookEndpoints,"A webhook endpoint must have a url and a list of enabled_events. You may optionally specify the Boolean connect parameter. If set to true, then a Connect webhook endpoint that notifies the specified url about events from all connected accounts is created; otherwise an account webhook endpoint that notifies the specified url only about events from your account is created. You can also create webhook endpoints in the webhooks settings section of the Dashboard.",0.000000,0.000000,0.294232
497,1,LOW,Delete,DeleteWebhookEndpointsWebhookEndpoint,You can also delete webhook endpoints via the webhook endpoint management page of the Stripe dashboard.,0.000000,0.000000,0.431398
498,1,LOW,Get,GetWebhookEndpointsWebhookEndpoint,Retrieves the webhook endpoint with the given ID.,0.000000,0.000000,0.265651
499,1,LOW,Post,PostWebhookEndpointsWebhookEndpoint,"Updates the webhook endpoint. You may edit the url, the list of enabled_events, and the status of your endpoint.",0.000000,0.000000,0.294232
